event_id,n_priced,n_distinct_price,price_first,price_last,price_lo,price_hi,abs_range,rel_range,n_changes,total_abs_variation,is_flat
rZ7HnEZ1Afkaf7,2,2,0.0,32.36,0.0,32.36,32.36,,1,32.36,False
rZ7HnEZ1AfOUOS,3,2,32.0,0.0,0.0,32.0,32.0,1.0,1,32.0,False
rZ7HnEZ1AfPyfK,8,2,0.0,32.0,0.0,32.0,32.0,,1,32.0,False
rZ7HnEZ1Af_zfN,8,2,32.0,0.0,0.0,32.0,32.0,1.0,1,32.0,False
rZ7HnEZ1AfxZbK,8,2,0.0,31.74,0.0,31.74,31.74,,1,31.74,False
rZ7HnEZ1Af0PfS,8,2,0.0,31.55,0.0,31.55,31.55,,1,31.55,False
rZ7HnEZ1AfOdPK,5,2,31.55,0.0,0.0,31.55,31.55,1.0,1,31.55,False
rZ7HnEZ1AfPwOK,8,2,0.0,31.55,0.0,31.55,31.55,,1,31.55,False
rZ7HnEZ1AfOV0K,8,2,0.0,31.26,0.0,31.26,31.26,,1,31.26,False
rZ7HnEZ1Af7V4V,2,2,31.03,0.0,0.0,31.03,31.03,1.0,1,31.03,False
rZ7HnEZ1Afk4Cf,4,2,0.0,31.03,0.0,31.03,31.03,,1,31.03,False
rZ7HnEZ1Af007S,8,2,0.0,30.56,0.0,30.56,30.56,,1,30.56,False
rZ7HnEZ1AfPa7K,8,2,0.0,30.56,0.0,30.56,30.56,,1,30.56,False
rZ7HnEZ1Afk34f,7,2,0.0,29.95,0.0,29.95,29.95,,1,29.95,False
rZ7HnEZ1AfP9qd,8,2,0.0,29.79,0.0,29.79,29.79,,1,29.79,False
rZ7HnEZ1AfP0bd,8,2,0.0,29.33,0.0,29.33,29.33,,1,29.33,False
rZ7HnEZ1AfPgGK,8,2,0.0,29.0,0.0,29.0,29.0,,1,29.0,False
rZ7HnEZ1Af-fjS,4,2,28.97,0.0,0.0,28.97,28.97,1.0,1,28.97,False
rZ7HnEZ1AfPK_N,8,2,0.0,28.83,0.0,28.83,28.83,,1,28.83,False
rZ7HnEZ1AfPUvS,8,2,0.0,28.83,0.0,28.83,28.83,,1,28.83,False
rZ7HnEZ1AfPzaN,8,2,0.0,28.83,0.0,28.83,28.83,,1,28.83,False
rZ7HnEZ1AfO_PK,8,2,28.3,0.0,0.0,28.3,28.3,1.0,1,28.3,False
rZ7HnEZ1AfP8FK,8,2,0.0,28.24,0.0,28.24,28.24,,1,28.24,False
rZ7HnEZ1Af0-8N,4,2,27.94,0.0,0.0,27.94,27.94,1.0,1,27.94,False
rZ7HnEZ1AfP30d,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfP31K,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfP3FK,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfP3uK,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfP80N,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfPK1K,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfPK3d,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfPKCd,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfPKfS,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfPKpK,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1AfPffd,8,2,0.0,27.62,0.0,27.62,27.62,,1,27.62,False
rZ7HnEZ1Af-sad,8,2,27.58,0.0,0.0,27.58,27.58,1.0,1,27.58,False
rZ7HnEZ1AfeA80,8,2,74.55,47.1,47.1,74.55,27.449999999999996,0.36820925553319916,1,27.449999999999996,False
rZ7HnEZ1Af0vJd,6,2,27.27,0.0,0.0,27.27,27.27,1.0,1,27.27,False
rZ7HnEZ1AfPyqK,8,2,0.0,27.27,0.0,27.27,27.27,,1,27.27,False
rZ7HnEZ1AfPzpK,8,2,0.0,27.27,0.0,27.27,27.27,,1,27.27,False
rZ7HnEZ1AfqN_K,2,2,27.27,0.0,0.0,27.27,27.27,1.0,1,27.27,False
rZ7HnEZ1Afra0N,4,2,27.27,0.0,0.0,27.27,27.27,1.0,1,27.27,False
rZ7HnEZ1Afx_ON,8,2,0.0,27.27,0.0,27.27,27.27,,1,27.27,False
rZ7HnEZ1Afxe_K,8,2,0.0,27.24,0.0,27.24,27.24,,1,27.24,False
rZ7HnEZ1AfPEZd,8,2,0.0,27.22,0.0,27.22,27.22,,1,27.22,False
rZ7HnEZ1Af0suS,8,2,0.0,27.21,0.0,27.21,27.21,,1,27.21,False
rZ7HnEZ1AfxpuS,8,2,0.0,27.0,0.0,27.0,27.0,,1,27.0,False
rZ7HnEZ1AfObuN,8,2,0.0,26.93,0.0,26.93,26.93,,1,26.93,False
rZ7HnEZ1Afqg4K,8,2,26.85,0.0,0.0,26.85,26.85,1.0,1,26.85,False
rZ7HnEZ1AfqVud,3,2,26.81,0.0,0.0,26.81,26.81,1.0,1,26.81,False
